序号,披露日期,承租人,承租人所属集团,承租人企业类型,承租人科技型称号,承租人负面信息,承租人经营状态,承租人-法定代表人,承租人-联系电话,出租人,出租人企业类型,出租人-法定代表人,出租人-联系电话,融资额（万元）,融资额币种,财产价值（万元）,财产价值币种,期限,起始日期,截止日期,最新登记状态,租赁财产描述,申万行业一级,国标行业门类,国标行业大类,承租人所属地区,出租人所属地区,文件来源
4141,2020-07-02,杭州中诚装备服务股份有限公司,,民企,,,在营,蔡建忠,0571-86619239,杭州金投融资租赁有限公司,"国企,发债",沈丽芬,0571-87037750,,,"4,200.00",CNY,5年,2020-07-02,2025-07-01,初始登记,"复合式土压平衡盾构机1台：型号/规格为公称外径  φ7180mm；单价(RMB)为42,000,000元；租赁物交付地址为杭州机场线中间风井至杭州西站区间；供应商/生产商为辽宁三三工业有限公司；租赁物设置地址为杭州机场线中间风井至杭州西站区间。",综合,居民服务、修理和其他服务业,其他服务业,浙江-杭州-西湖,浙江-杭州-萧山,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4142,2020-07-02,磐石市医院,,,,,在营,杨威,,浙江国金融资租赁股份有限公司,"国企,发债",刘伟,0571-87600737,,,"2,678.00",CNY,5年,2020-07-02,2025-07-01,初始登记,本次融资租赁资产为存放在磐石市医院、原价总值3057.24万元的磁共振成像系统、多层螺旋CT、数字X线机等共计49项租赁财产。详情见附件并欢迎致电浙江国金融资租赁股份有限公司垂询。,,,,吉林-吉林-磐石,浙江-杭州-富阳,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4143,2020-07-02,靖边县人民医院,,,,被执行人,在营,马枭今,,国耀融汇融资租赁有限公司,"国企,发债",黄德炜,021-38601288,,,"3,631.70",CNY,5年,2020-07-02,2025-07-01,初始登记,设备一批。,,,,陕西-榆林-靖边,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4144,2020-06-24,永安市自来水有限责任公司,永安市国有资产投资经营有限责任公司,"国企,城投",,,在营,钟立奎,0598-3833121,中建投融资租赁(上海)有限公司,"国企,发债",杨鹤,021-60203127,,,"4,652.43",CNY,5.5年,2020-06-24,2025-12-23,初始登记,自来水设备及管网,,电力、热力、燃气及水生产和供应业,,福建-三明-永安,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4145,2020-06-24,四川云影通用航空有限公司,,民企,,,在营,黄冀勇,18808055505,上海国金天鹰租赁有限公司,国企,王秀丽,021-22209000,,,"3,857.93",CNY,5.5年,2020-06-24,2025-12-23,初始登记,租赁物为壹架空中国王350ER型飞机，包括但不限于飞机的机身、主机、辅机、该飞机的所有机械装置、部件、辅件、仪器、无线电设备及其他通讯导航设备、机内装备和设施、飞机组件、零部件、飞机交付时安装于该飞机上的(或该飞机配备的)所有其他机器设备、设施及备件和航材及其他任何设备和服务。详见附件：《飞机详情》。,交通运输,交通运输、仓储和邮政业,航空运输业,四川-成都-青羊,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4146,2020-06-24,山西烁科晶体有限公司,中国电子科技集团有限公司,央企子公司,"国家级专精特新""小巨人""企业,高新技术企业,省级制造业单项冠军示范企业",,在营,李斌,0351-5266822,中电科融资租赁有限公司,国企,吴劭敏,010-68540103,,,"4,800.00",CNY,5.08年,2020-06-24,2025-07-23,初始登记,碳化硅单晶生长炉100台,计算机,制造业,计算机、通信和其他电子设备制造业,山西-太原-小店,天津-滨海,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4147,2020-06-17,铅山县人民医院,,国企,,,在营,李成宇,,中建投融资租赁(上海)有限公司,"国企,发债",杨鹤,021-60203127,,,"4,547.05",CNY,5.5年,2020-06-17,2025-12-16,初始登记,医疗设备。,,,,江西-上饶-铅山,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4148,2020-06-17,铅山县人民医院,,国企,,,在营,李成宇,,中建投融资租赁(上海)有限公司,"国企,发债",杨鹤,021-60203127,,,"4,542.86",CNY,5.5年,2020-06-17,2025-12-16,初始登记,医疗设备。,,,,江西-上饶-铅山,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4149,2020-06-12,黑龙江工商学院,,,,,在营,刘来祥,,远东国际融资租赁有限公司,"国企,发债",孔繁星,021-50490099,,,"2,458.51",CNY,5.08年,2020-06-12,2025-07-11,初始登记,设置场所：黑龙江省哈尔滨市双城区崇文路9号。,,,,黑龙江-哈尔滨-呼兰,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4150,2020-06-12,泰州国际集装箱码头有限公司,泰州国控投资集团有限公司,国企,,,在营,黄伟,0523-86920181,中建投融资租赁(上海)有限公司,"国企,发债",杨鹤,021-60203127,,,"4,498.02",CNY,5.5年,2020-06-12,2025-12-11,初始登记,码头部分设备及岸线相关构筑物,交通运输,交通运输、仓储和邮政业,水上运输业,江苏-泰州-高港,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4151,2020-06-12,泰州国际集装箱码头有限公司,泰州国控投资集团有限公司,国企,,,在营,黄伟,0523-86920181,中建投融资租赁(上海)有限公司,"国企,发债",杨鹤,021-60203127,,,"4,445.17",CNY,5.5年,2020-06-12,2025-12-11,初始登记,码头部分设备及岸线相关构筑物,交通运输,交通运输、仓储和邮政业,水上运输业,江苏-泰州-高港,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4152,2020-06-12,天柱县中医院,,,,,在营,张平,,信源富通融资租赁有限公司,"国企,发债",张毅,010-64196708,,,"1,174.28",CNY,8年,2017-09-08,2025-09-07,展期登记,医疗设备。,,,,贵州-黔东南州-天柱,北京-通州,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4153,2020-06-11,响水县灌江水务有限责任公司,响水县灌江产业投资有限责任公司,"国企,城投子公司",,,在营,张昌祥,13611524266,中建投融资租赁(上海)有限公司,"国企,发债",杨鹤,021-60203127,,,"3,999.04",CNY,5.5年,2020-06-11,2025-12-10,初始登记,水务设备，管网。,环保,水利、环境和公共设施管理业,水利管理业,江苏-盐城-响水,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4154,2020-06-11,蒙自市人民医院,,,,,在营,太江文,,中建投融资租赁(上海)有限公司,"国企,发债",杨鹤,021-60203127,,,"3,501.16",CNY,5.5年,2020-06-11,2025-12-10,初始登记,划拨医疗设备。,,,,云南-红河州-蒙自,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4155,2020-06-11,蒙自市人民医院,,,,,在营,太江文,,中建投融资租赁(上海)有限公司,"国企,发债",杨鹤,021-60203127,,,"3,502.41",CNY,5.5年,2020-06-11,2025-12-10,初始登记,划拨医疗设备。,,,,云南-红河州-蒙自,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4156,2020-06-11,神木县佳明新能源有限公司,,民企,,,在营,王佳音,0912-8662156,同煤漳泽(上海)融资租赁有限责任公司,"国企,发债",王彦明,021-50365107-8115,,CNY,"2,000.08",CNY,8.33年,2017-08-25,2025-12-24,展期登记,租赁标的物为光伏发电设备，情况良好，现存放于神木县佳明新能源有限公司,公用事业,电力、热力、燃气及水生产和供应业,电力、热力生产和供应业,陕西-榆林-神木,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4157,2020-06-11,神木普天新能源有限公司,,民企,,,在营,付月霞,0912-8662156,同煤漳泽(上海)融资租赁有限责任公司,"国企,发债",王彦明,021-50365107-8115,,CNY,"2,000.08",CNY,8.33年,2017-08-25,2025-12-24,展期登记,租赁标的物为光伏发电设备，情况良好，存放于神木普天新能源有限公司,公用事业,电力、热力、燃气及水生产和供应业,电力、热力生产和供应业,陕西-榆林-神木,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4158,2020-06-11,盐城市大丰区高鑫投资有限责任公司,盐城市大丰区丰华恒裕投资集团有限责任公司,"国企,城投,发债",,,在营,刘刚,0515-68856950,中建投融资租赁(上海)有限公司,"国企,发债",杨鹤,021-60203127,,,"3,867.87",CNY,5.5年,2020-06-11,2025-12-10,初始登记,污水管网、机器设备。,建筑装饰,建筑业,土木工程建筑业,江苏-盐城-大丰,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4159,2020-06-09,泸西县人民医院,,,,,在营,韩建云,,中建投融资租赁(上海)有限公司,"国企,发债",杨鹤,021-60203127,,,"3,046.99",CNY,5.5年,2020-06-09,2025-12-08,初始登记,医疗设备。,,,,云南-红河州-泸西,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4160,2020-06-05,江安县中医医院,,,,,在营,姜荣泸,,中建投融资租赁(上海)有限公司,"国企,发债",杨鹤,021-60203127,,,"3,153.25",CNY,5.5年,2020-06-05,2025-12-04,初始登记,医疗设备。,,,,四川-宜宾-江安,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4161,2020-06-05,江陵县人民医院(江陵县血防专科医院),,,,,在营,高青松,,远东国际融资租赁有限公司,"国企,发债",孔繁星,021-50490099,,,"4,071.04",CNY,5.08年,2020-06-05,2025-07-04,初始登记,设置场所：湖北省荆州市江陵县郝穴镇楚江大道,,,,湖北-荆州-江陵,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4162,2020-06-01,翼城县江源生物工程有限公司,,民企,,"失信,被执行人,终本案件",在营,张海军,0357-4985928,信源富通融资租赁有限公司,"国企,发债",张毅,010-64196708,,,"3,000.00",CNY,11年,2014-08-27,2025-08-26,展期登记,,农林牧渔,农、林、牧、渔业,农业,山西-临汾-翼城,北京-通州,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4163,2020-06-01,内蒙古四子王旗人民医院,,,,终本案件,在营,张宏图,,信源富通融资租赁有限公司,"国企,发债",张毅,010-64196708,,,"1,441.61",CNY,8年,2017-08-30,2025-08-29,展期登记,医疗设备。,,,,内蒙古-乌兰察布-四子王旗,北京-通州,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4164,2020-05-27,渠县人民医院,,国企,,,在营,郑印,,中建投融资租赁(上海)有限公司,"国企,发债",杨鹤,021-60203127,,,"4,221.55",CNY,5.5年,2020-05-27,2025-11-26,初始登记,划拨医疗设备。,,,,四川-达州-渠县,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4165,2020-05-27,丰县经济开发区投资发展有限责任公司,丰县产发建设控股集团有限公司,"国企,城投,发债",,,在营,王思麒,51689188892,中建投融资租赁(上海)有限公司,"国企,发债",杨鹤,021-60203127,,,"3,439.84",CNY,5.5年,2020-05-27,2025-11-26,变更登记,标准厂房附属设施,建筑装饰,建筑业,土木工程建筑业,江苏-徐州-丰县,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4166,2020-05-25,北京中经惠众科技有限公司,,民企,高新技术企业,"限高消费,被执行人,终本案件",在营,浦金莲,010-52207688,工银金融租赁有限公司,"国企,发债",张正华,022-66283766,,,"1,290.23",CNY,5.5年,2020-05-25,2025-11-24,初始登记,大数据智能设备，包括服务器、管理网交换机、数据网交换机、机柜、网线等。,综合,科学研究和技术服务业,科技推广和应用服务业,北京-西城,天津-滨海,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4167,2020-05-22,会东县人民医院,,,,,在营,黄绍军,,中建投融资租赁(上海)有限公司,"国企,发债",杨鹤,021-60203127,,,"3,622.96",CNY,5.5年,2020-05-22,2025-11-21,初始登记,医疗设备。,,,,四川-凉山州-会东,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4168,2020-05-19,中国南方航空股份有限公司,中国南方航空集团有限公司,"央企子公司,上市,发债",,,在营,马须伦,2095539,建信津四十九租赁(天津)有限公司,国企,刘俊,18201225856,,,"2,744.88",USD,5.41年,2020-05-19,2025-10-18,初始登记,一架空客A321-200  MSN3459,交通运输,交通运输、仓储和邮政业,航空运输业,广东-广州-黄埔,天津-滨海,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4169,2020-05-14,陕西麟北煤业开发有限责任公司,陕西投资集团有限公司,国企,,,在营,李红选,0917-7812100,陕西君成融资租赁有限公司,"国企,发债",张鹏省,029-61830019,,CNY,"1,551.00",CNY,5.41年,2020-05-14,2025-10-13,初始登记,融资租赁合同项下租赁标的物为无轨运输拖车、防爆运人胶轮车及防爆生产指挥车等设备，设备总价值1551万元。无轨运输拖车设备供应商为北京新能雅特科技发展有限公司，防爆生产指挥车设备供应商为常州科研试验中心有限公司。,煤炭,采矿业,煤炭开采和洗选业,陕西-宝鸡-麟游,陕西-西安-未央,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4170,2020-05-12,"河南金丰煤业集团有限公司,登封市向阳煤业有限公司",,,,,,,,信源富通融资租赁有限公司深圳分公司,,郝哲,13528755670,,,"3,000.00",CNY,8年,2017-07-12,2025-07-11,展期登记,,-,-,-,-,广东-深圳-福田,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4171,2020-05-11,包头市第四医院,,,,,在营,丁国良,,中建投融资租赁(上海)有限公司,"国企,发债",杨鹤,021-60203127,,,"1,646.59",CNY,5.5年,2020-05-11,2025-11-10,初始登记,医疗设备。,,,,内蒙古-包头-青山,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4172,2020-05-06,中信惠州医院有限公司,中国中信集团有限公司,国企,,,在营,柳勇,0752-5855686,日立(中国)有限公司,,蛎崎忠康,65399000,,,"2,131.69",CNY,8年,2017-08-24,2025-08-23,变更登记,正电子发射型断层及X射线计算机体层摄影成像系统Discovery PET/CT610 1台分装热室FZRS/50 1台FDG手工分装防护装置FZG-40 1台活度计CRC-25R2台区域环境辐射监测仪QYJC-0011台表面污染监测仪1台个人报警剂量计RAD-602台PET一体化固定式注射防护台ZSH-PET1台PET用钨合金注射器防护套 P-syringe5台PET用注射器转运用铅防护盒ZSH-121台PET药物运送用铅防护罐 QPF-421台PET用铅屏蔽废物桶 FHT-201台床边铅防护屏 QPF-061台铅(衣、围脖、眼镜、手套)QZP-0.52台铅砖若干12台自动分装仪主机(UG-04)1台带检测仪药瓶罐底座1台检测用50ML药瓶铅制防护罐1台品质管理药瓶防护罐(10ML药瓶防护罐+5ml药瓶套筒) 2台附属打印机1台笔记本电脑1台分装管道1台服务器与存储1台预约登记病史问诊工作站2台影像融合处理与报告工作站4台主任管理工作站1台笔记本电脑(THINKPADE470C) 1台打印机(HP M551N) 1台装订机 1台交换机(D-LINK)1台UPS(APCSURT3000UXICH)1台办公软件(MICROSOFTOFFICE)3台,美容护理,卫生和社会工作,卫生,广东-惠州-惠城,北京-朝阳,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4173,2020-04-28,周口市第一人民医院,,,,被执行人,在营,谢书源,,中建投融资租赁(上海)有限公司,"国企,发债",杨鹤,021-60203127,,,"4,112.42",CNY,5.5年,2020-04-28,2025-10-27,初始登记,医疗设备。,,,,河南-周口-淮阳,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
4174,2020-04-27,宁夏黄河锦程科技服务有限公司,,民企,,,在营,武琴英,15909612622,中联重科融资租赁(北京)有限公司,"国企,发债",黄远锋,13621388125,,,"2,700.00",CNY,5.33年,2020-04-27,2025-08-26,初始登记,合格证号:XU14X11461L0035厂牌名称:中联重科出厂日期:2020-04-14发动机型号:WP10.375E53发动机号:1619K123131功率(KW):0.0000排量(ML):0.00整备质量(KG):0.00限乘人数:3车架号:L5E6H5D39LA001303VIN:L5E6H5D39LA001303合格证号:XU14611461L0036厂牌名称:中联重科出厂日期:2020-04-14发动机型号:WP10.375E53发动机号:1620A001855功率(KW):0.0000排量(ML):0.00整备质量(KG):0.00限乘人数:3车架号:L5E6H5D30LA001304VIN:L5E6H5D30LA001304合格证号:XU14011461L0032厂牌名称:中联重科出厂日期:2020-04-14发动机型号:WP10.375E53发动机号:1619K123140功率(KW):0.0000排量(ML):0.00整备质量(KG):0.00限乘人数:3车架号:L5E6H5D33LA001300VIN:L5E6H5D33LA001300合格证号:XU14311461L0034厂牌名称:中联重科出厂日期:2020-04-14发动机型号:WP10.375E53发动机号:1619L133297功率(KW):0.0000排量(ML):0.00整备质量(KG):0.00限乘人数:3车架号:L5E6H5D37LA001302VIN:L5E6H5D37LA001302合格证号:XU14911461L0038厂牌名称:中联重科出厂日期:2020-04-14发动机型号:WP10.375E53发动机号:1619L133290功率(KW):0.0000排量(ML):0.00整备质量(KG):0.00限乘人数:3车架号:L5E6H5D34LA001306VIN:L5E6H5D34LA001306合格证号:XU14111461L0041厂牌名称:中联重科出厂日期:2020-04-14发动机型号:WP10.375E53发动机号:1620A000966功率(KW):0.0000排量(ML):0.00,综合,信息传输、软件和信息技术服务业,互联网和相关服务,宁夏-银川-兴庆,北京-怀柔,租赁融资事件-租赁资产价值1000-5000_7-12月到期
